miRNA	Precursor	63aNF	65NF	53TF	63bTF	59TF	64NF	46TF	50NF	55TF	44TF	57NF	55NF	53NF	50TF	64TF	39TF	59NF	63aTF	39NF	63bNF	46NF	65TF	44NF	57TF
hsa-miR-4766-5p	hsa-mir-4766	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0
hsa-miR-4766-3p	hsa-mir-4766	0	2	0	1	0	1	1	1	2	0	2	1	1	2	1	0	3	0	1	0	0	4	0	2
hsa-miR-4767	hsa-mir-4767	1	2	4	4	1	1	2	5	14	4	3	1	5	10	8	5	5	0	1	3	4	11	7	17
hsa-miR-4768-5p	hsa-mir-4768	5	12	1	3	6	10	0	3	10	9	11	10	12	13	5	18	8	0	12	9	1	34	0	31
hsa-miR-4768-3p	hsa-mir-4768	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4769-5p	hsa-mir-4769	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4769-3p	hsa-mir-4769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4770	hsa-mir-4770	0	0	1	0	1	2	1	0	3	0	1	2	3	1	3	2	0	0	0	1	1	1	1	9
hsa-miR-4771	hsa-mir-4771-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4771	hsa-mir-4771-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4772-5p	hsa-mir-4772	1	0	4	4	5	1	0	0	11	3	2	2	2	3	10	3	4	0	1	0	2	6	0	1
hsa-miR-4772-3p	hsa-mir-4772	1	1	1	2	1	0	0	1	4	3	1	0	1	1	5	3	0	0	0	0	0	2	0	2
hsa-miR-4773	hsa-mir-4773-1	0	0	1	1	5	0	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1	0	10
hsa-miR-4773	hsa-mir-4773-2	0	0	1	1	5	0	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	1	0	10
hsa-miR-4774-5p	hsa-mir-4774	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4774-3p	hsa-mir-4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4775	hsa-mir-4775	12	24	7	11	11	20	1	2	33	12	18	5	17	12	33	36	18	1	12	13	22	50	7	50
hsa-miR-4776-5p	hsa-mir-4776-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-3p	hsa-mir-4776-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-5p	hsa-mir-4776-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-3p	hsa-mir-4776-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-5p	hsa-mir-4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-3p	hsa-mir-4777	0	0	0	2	2	2	0	2	6	1	2	0	0	0	2	1	0	0	0	0	0	4	1	2
hsa-miR-4778-5p	hsa-mir-4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4778-3p	hsa-mir-4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4779	hsa-mir-4779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4780	hsa-mir-4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-5p	hsa-mir-4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
hsa-miR-4781-3p	hsa-mir-4781	3	7	0	5	7	9	2	5	14	1	7	8	9	14	7	8	3	0	3	7	8	9	4	32
hsa-miR-4782-5p	hsa-mir-4782	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-3p	hsa-mir-4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-5p	hsa-mir-4783	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4783-3p	hsa-mir-4783	2	0	0	1	0	0	1	0	0	2	0	1	1	1	1	4	4	0	5	1	0	2	0	6
hsa-miR-4784	hsa-mir-4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4785	hsa-mir-4785	1	1	0	1	0	1	0	0	2	0	1	0	1	2	2	0	0	0	1	0	0	3	0	4
hsa-miR-4786-5p	hsa-mir-4786	1	1	2	1	1	1	1	1	0	0	1	0	0	0	2	1	1	0	0	2	0	1	0	3
hsa-miR-4786-3p	hsa-mir-4786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4787-5p	hsa-mir-4787	0	0	0	0	0	0	1	0	1	1	0	4	1	0	0	0	2	0	0	0	0	0	0	1
hsa-miR-4787-3p	hsa-mir-4787	1	2	3	2	9	2	0	4	7	1	5	2	3	7	5	3	7	0	4	1	2	2	1	17
hsa-miR-4788	hsa-mir-4788	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
hsa-miR-4789-5p	hsa-mir-4789	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4789-3p	hsa-mir-4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-5p	hsa-mir-4790	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-3p	hsa-mir-4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4791	hsa-mir-4791	1	1	0	0	1	0	0	1	2	1	2	0	1	2	0	1	0	0	0	1	0	4	0	4
hsa-miR-4792	hsa-mir-4792	4	48	35	7	237	44	27	8	15	9	27	9	30	15	21	264	232	4	358	13	23	16	10	148
hsa-miR-4793-5p	hsa-mir-4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-3p	hsa-mir-4793	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4794	hsa-mir-4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4795-5p	hsa-mir-4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4795-3p	hsa-mir-4795	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4796-5p	hsa-mir-4796	1	0	1	0	1	3	0	1	0	0	3	0	1	1	0	2	4	0	2	0	2	3	0	3
hsa-miR-4796-3p	hsa-mir-4796	0	0	1	6	1	4	0	0	0	2	5	3	2	10	3	0	4	0	1	1	2	6	0	11
hsa-miR-4797-5p	hsa-mir-4797	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4797-3p	hsa-mir-4797	0	1	0	0	0	0	0	1	1	2	0	2	0	0	0	1	2	0	0	1	0	0	0	1
hsa-miR-4798-5p	hsa-mir-4798	1	1	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4798-3p	hsa-mir-4798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-5p	hsa-mir-4799	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2
hsa-miR-4799-3p	hsa-mir-4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4800-5p	hsa-mir-4800	2	1	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	1	0
hsa-miR-4800-3p	hsa-mir-4800	2	8	0	3	3	3	0	4	4	2	2	5	2	8	0	4	3	0	6	6	4	1	1	5
hsa-miR-4801	hsa-mir-4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4802-5p	hsa-mir-4802	2	7	0	8	1	3	0	8	1	1	12	2	3	5	0	8	8	0	2	5	3	1	1	20
hsa-miR-4802-3p	hsa-mir-4802	2	19	3	8	3	11	0	6	5	7	22	14	23	8	1	12	12	0	15	13	17	7	0	50
hsa-miR-4803	hsa-mir-4803	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	0
hsa-miR-4804-5p	hsa-mir-4804	0	1	1	0	1	2	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0
hsa-miR-4804-3p	hsa-mir-4804	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-483-5p	hsa-mir-483	3	3	1	0	20	25	3	38	1	0	29	7	4	3	4	4	3	15	13	2	2	1	39	0
hsa-miR-483-3p	hsa-mir-483	6	17	3	0	77	154	22	148	1	5	80	28	34	2	22	20	16	154	48	1	14	1	246	6
hsa-miR-484	hsa-mir-484	770	2253	1167	2826	1183	2246	354	1748	4406	1619	2402	1589	2584	1684	4143	2510	2645	84	2383	1203	1324	3805	584	5797
hsa-miR-485-5p	hsa-mir-485	12	14	5	9	16	12	6	3	3	2	20	10	17	0	3	8	12	2	12	27	10	7	7	3
hsa-miR-485-3p	hsa-mir-485	29	40	8	3	14	30	3	15	11	6	53	30	33	4	4	20	24	2	36	58	44	28	8	15
hsa-miR-486-5p	hsa-mir-486-1	6592	31374	73871	35643	18253	21235	10211	20013	9598	12293	8448	5876	23312	13274	266598	6833	9487	1490	10218	6578	2465	3921	5366	28638
hsa-miR-486-3p	hsa-mir-486-1	11	20	106	54	72	30	42	22	26	45	17	14	14	54	222	14	16	5	12	9	11	13	12	279
hsa-miR-486-5p	hsa-mir-486-2	6607	31393	73821	35655	18336	21275	10230	20038	9659	12315	8472	5888	23313	13315	266159	6837	9485	1487	10214	6585	2471	3942	5366	28913
hsa-miR-486-3p	hsa-mir-486-2	10	19	99	45	54	27	37	19	22	41	12	14	12	44	217	14	12	3	8	7	9	9	10	230
hsa-miR-487a-5p	hsa-mir-487a	2	5	0	0	0	3	1	2	1	0	2	0	3	1	0	1	2	0	2	3	1	2	0	0
hsa-miR-487a-3p	hsa-mir-487a	10	14	3	1	12	9	2	8	7	3	19	10	15	1	5	10	12	1	7	21	10	24	4	15
hsa-miR-487b-5p	hsa-mir-487b	0	1	0	0	0	1	0	1	0	0	1	1	1	0	4	0	0	0	0	1	1	0	0	1
hsa-miR-487b-3p	hsa-mir-487b	62	146	25	18	73	72	10	31	33	25	115	89	100	12	32	74	88	4	82	162	105	82	30	63
hsa-miR-488-5p	hsa-mir-488	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-488-3p	hsa-mir-488	5	15	0	0	1	1	0	1	0	0	7	1	7	0	0	0	15	0	8	4	5	0	2	4
hsa-miR-489-5p	hsa-mir-489	0	0	0	1	0	0	0	1	1	0	1	0	2	0	4	0	0	0	0	0	2	0	0	0
hsa-miR-489-3p	hsa-mir-489	135	659	461	1688	229	430	1031	688	1140	530	807	437	847	206	1832	106	1094	43	446	397	626	145	102	815
hsa-miR-490-5p	hsa-mir-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-490-3p	hsa-mir-490	0	1	0	3	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-5p	hsa-mir-491	1	1	2	9	2	11	0	6	3	4	16	6	11	3	6	11	10	0	10	2	2	3	0	33
hsa-miR-491-3p	hsa-mir-491	1	2	1	0	0	4	0	1	0	0	3	1	2	0	2	0	2	0	1	0	0	0	1	10
hsa-miR-492	hsa-mir-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-493-5p	hsa-mir-493	74	210	26	31	64	112	14	60	47	27	158	129	102	12	63	87	115	12	118	180	110	239	41	45
hsa-miR-493-3p	hsa-mir-493	28	78	4	14	32	38	6	28	25	12	50	42	29	7	11	45	38	4	35	34	22	87	8	28
hsa-miR-494-5p	hsa-mir-494	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0
hsa-miR-494-3p	hsa-mir-494	16	23	3	8	8	18	4	12	9	8	46	20	26	4	3	13	16	3	38	32	25	20	6	11
hsa-miR-495-5p	hsa-mir-495	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-495-3p	hsa-mir-495	13	44	5	11	15	38	2	19	11	9	61	32	35	5	16	38	59	1	51	34	20	40	12	35
hsa-miR-496	hsa-mir-496	1	6	1	2	0	3	0	1	1	0	6	1	4	0	1	4	1	0	5	4	3	7	0	1
hsa-miR-497-5p	hsa-mir-497	1018	1406	1134	1120	2438	1971	679	1525	5169	2063	2205	1895	1832	1958	3729	2662	2710	157	2237	1228	737	3717	523	9575
hsa-miR-497-3p	hsa-mir-497	24	45	2	12	50	12	21	22	50	23	45	23	20	6	31	45	59	2	23	15	16	76	3	84
hsa-miR-498	hsa-mir-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-4999-5p	hsa-mir-4999	4	2	1	6	5	6	1	3	4	11	7	3	4	3	3	4	11	0	2	3	1	7	1	5
hsa-miR-4999-3p	hsa-mir-4999	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499a-5p	hsa-mir-499a	33	84	8	67	28	31	3	57	30	52	120	43	74	35	16	39	104	0	55	38	47	37	4	116
hsa-miR-499a-3p	hsa-mir-499a	0	4	0	2	0	1	1	1	1	2	2	2	3	4	0	0	1	0	1	2	0	3	0	3
hsa-miR-499b-5p	hsa-mir-499b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
hsa-miR-499b-3p	hsa-mir-499b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-5000-5p	hsa-mir-5000	1	0	0	0	2	0	0	0	0	1	1	0	1	2	0	0	0	0	3	1	0	1	0	3
hsa-miR-5000-3p	hsa-mir-5000	4	12	5	18	4	7	1	10	9	17	11	4	6	15	6	12	10	0	4	3	3	19	0	12
hsa-miR-5001-5p	hsa-mir-5001	0	0	0	2	1	0	0	1	1	4	0	0	0	0	1	2	0	0	2	1	1	0	0	0
hsa-miR-5001-3p	hsa-mir-5001	1	5	2	12	7	4	2	1	9	4	11	5	8	6	6	8	8	0	3	1	0	6	0	21
hsa-miR-5002-5p	hsa-mir-5002	0	1	2	4	1	1	0	0	1	1	0	2	2	0	0	3	1	0	0	2	1	3	0	6
hsa-miR-5002-3p	hsa-mir-5002	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-5003-5p	hsa-mir-5003	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-5003-3p	hsa-mir-5003	0	0	0	3	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-5004-5p	hsa-mir-5004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-5004-3p	hsa-mir-5004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-5006-5p	hsa-mir-5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	hsa-mir-5006	2	6	0	4	0	3	0	3	2	2	10	4	10	4	1	7	3	1	11	4	2	2	3	12
hsa-miR-5007-5p	hsa-mir-5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-3p	hsa-mir-5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-5p	hsa-mir-5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-5008-3p	hsa-mir-5008	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-5p	hsa-mir-5009	0	0	0	4	1	4	0	0	1	3	0	2	1	0	4	2	2	0	0	0	0	0	1	1
hsa-miR-5009-3p	hsa-mir-5009	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-500a-5p	hsa-mir-500a	49	230	18	56	30	243	1	159	63	85	429	258	359	44	32	75	303	4	313	73	121	47	65	185
hsa-miR-500a-3p	hsa-mir-500a	1823	5588	695	1360	1235	8169	214	3483	1871	1914	9186	8334	7322	1458	982	1486	5869	104	5145	2824	3521	1441	2197	3938
hsa-miR-500b-5p	hsa-mir-500a	45	183	14	44	24	157	1	114	41	67	305	179	264	34	17	53	222	2	215	57	81	34	50	144
hsa-miR-500a-5p	hsa-mir-500b	49	230	18	56	30	243	1	159	63	85	429	258	359	44	32	75	303	4	313	73	121	47	65	185
hsa-miR-500b-5p	hsa-mir-500b	45	183	14	44	24	157	1	114	41	67	305	179	264	34	17	53	222	2	215	57	81	34	50	144
hsa-miR-500b-3p	hsa-mir-500b	1	7	0	0	0	5	0	2	1	1	1	4	4	1	0	0	2	0	2	2	0	1	0	8
hsa-miR-501-5p	hsa-mir-501	46	182	11	57	23	197	3	143	63	67	396	157	297	57	30	93	316	4	306	78	115	28	41	165
hsa-miR-501-3p	hsa-mir-501	466	1332	136	389	168	1146	42	658	388	302	1450	1058	1449	355	224	351	1333	33	1070	454	700	316	322	993
hsa-miR-5010-5p	hsa-mir-5010	1	0	1	4	3	0	1	2	0	2	1	0	2	1	1	0	0	0	3	0	1	1	0	3
hsa-miR-5010-3p	hsa-mir-5010	27	48	17	58	38	25	2	42	110	61	81	37	83	49	60	64	91	2	81	50	51	78	9	143
hsa-miR-5011-5p	hsa-mir-5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-3p	hsa-mir-5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-502-5p	hsa-mir-502	17	124	9	20	9	108	0	76	25	32	213	112	156	22	9	35	149	0	109	37	59	26	17	70
hsa-miR-502-3p	hsa-mir-502	259	727	127	315	238	1080	52	563	350	497	1384	1062	1150	324	162	353	1000	27	901	397	532	216	281	839
hsa-miR-503-5p	hsa-mir-503	7	30	2	39	12	20	0	14	78	6	39	11	29	15	16	38	34	1	27	8	4	27	2	113
hsa-miR-503-3p	hsa-mir-503	0	2	0	4	0	2	0	0	6	1	5	2	5	4	2	4	5	0	4	2	1	2	0	13
hsa-miR-504-5p	hsa-mir-504	45	106	32	38	94	118	35	67	44	11	125	78	80	51	36	136	114	4	93	52	53	70	47	238
hsa-miR-504-3p	hsa-mir-504	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
hsa-miR-5047	hsa-mir-5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-505-5p	hsa-mir-505	4	2	5	9	8	6	2	7	19	13	17	10	17	13	11	11	13	3	8	11	8	4	2	42
hsa-miR-505-3p	hsa-mir-505	203	419	114	352	214	356	43	272	471	301	505	271	441	270	260	431	590	15	451	267	228	398	118	1133
hsa-miR-506-5p	hsa-mir-506	0	8	0	0	0	0	0	2	0	0	4	0	0	0	0	1	1	0	0	4	0	1	0	0
hsa-miR-506-3p	hsa-mir-506	22	120	0	3	0	10	0	15	0	0	34	5	24	0	0	0	38	0	5	13	20	2	0	1
hsa-miR-507	hsa-mir-507	4	44	0	0	0	2	0	2	0	2	6	2	8	0	1	0	5	0	0	4	4	1	1	1
hsa-miR-508-5p	hsa-mir-508	16	75	0	1	0	11	0	7	1	0	26	10	25	1	0	0	28	0	5	21	18	4	0	2
hsa-miR-508-3p	hsa-mir-508	267	1538	2	29	20	252	2	146	16	8	457	126	418	10	8	20	488	1	129	276	264	60	26	20
hsa-miR-5087	hsa-mir-5087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	hsa-mir-5088	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-5088-3p	hsa-mir-5088	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-5089-5p	hsa-mir-5089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5089-3p	hsa-mir-5089	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-509-5p	hsa-mir-509-1	26	64	0	2	1	9	0	4	3	3	33	10	39	0	0	5	50	0	9	27	21	1	3	2
hsa-miR-509-3p	hsa-mir-509-1	594	1977	4	114	48	365	3	234	46	23	511	211	520	41	21	124	667	2	184	403	347	164	58	36
hsa-miR-509-5p	hsa-mir-509-2	26	64	0	2	1	9	0	4	3	3	33	10	39	0	0	5	50	0	9	27	21	1	3	2
hsa-miR-509-3p	hsa-mir-509-2	594	1977	4	114	48	365	3	234	46	23	511	211	520	41	21	124	667	2	184	403	347	164	58	36
hsa-miR-509-3p	hsa-mir-509-3	594	1977	4	114	48	365	3	234	46	23	511	211	520	41	21	124	667	2	184	403	347	164	58	36
hsa-miR-509-3-5p	hsa-mir-509-3	20	168	0	7	3	33	0	16	2	1	42	15	30	2	3	3	62	0	15	27	29	2	2	4
hsa-miR-5090	hsa-mir-5090	0	1	0	0	0	0	0	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0	1	1
hsa-miR-5091	hsa-mir-5091	2	1	1	4	2	4	1	2	5	0	7	7	7	2	3	4	5	0	0	3	3	1	1	10
hsa-miR-5092	hsa-mir-5092	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0
hsa-miR-5093	hsa-mir-5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	hsa-mir-5094	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	2	2	0	1	0	2
hsa-miR-5095	hsa-mir-5095	0	1	0	2	1	1	0	2	2	0	1	1	2	1	2	3	0	0	0	0	0	1	1	2
hsa-miR-5096	hsa-mir-5096	7	30	8	5	12	24	3	8	10	5	29	6	18	2	18	6	15	1	17	11	6	41	6	18
hsa-miR-510-5p	hsa-mir-510	6	54	0	2	2	2	0	7	0	0	22	8	19	0	0	3	30	0	7	15	15	0	0	2
hsa-miR-510-3p	hsa-mir-510	2	37	0	1	0	3	0	2	0	0	4	0	13	0	0	1	13	0	1	3	4	1	0	0
hsa-miR-5100	hsa-mir-5100	139	94	61	146	79	127	16	109	234	95	234	120	86	100	65	187	214	13	259	111	219	231	39	273
hsa-miR-511-5p	hsa-mir-511	15	18	13	17	23	50	11	11	38	14	8	27	9	7	116	30	16	3	22	8	7	76	11	41
hsa-miR-511-3p	hsa-mir-511	8	25	1	6	10	23	5	7	10	2	16	4	11	3	40	11	28	1	15	4	7	78	2	25
hsa-miR-512-5p	hsa-mir-512-1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0
hsa-miR-512-3p	hsa-mir-512-1	0	0	0	0	1	2	3	0	0	9	4	0	0	21	52	6	0	0	0	0	1	0	0	1
hsa-miR-512-5p	hsa-mir-512-2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0
hsa-miR-512-3p	hsa-mir-512-2	0	0	0	0	1	2	3	0	0	9	4	0	0	21	52	6	0	0	0	0	1	0	0	1
hsa-miR-513a-5p	hsa-mir-513a-1	5	36	0	0	2	5	0	8	6	0	23	5	15	1	0	1	16	0	4	5	14	0	1	0
hsa-miR-513a-3p	hsa-mir-513a-1	0	9	0	0	0	2	0	2	2	0	6	0	2	0	0	0	5	0	1	0	3	3	0	0
hsa-miR-513a-5p	hsa-mir-513a-2	5	36	0	0	2	5	0	8	6	0	23	5	15	1	0	1	16	0	4	5	14	0	1	0
hsa-miR-513a-3p	hsa-mir-513a-2	0	9	0	0	0	2	0	2	2	0	6	0	2	0	0	0	5	0	1	0	3	3	0	0
hsa-miR-513b-5p	hsa-mir-513b	6	14	0	0	0	2	0	2	0	0	6	1	8	1	1	0	7	0	1	3	4	0	0	0
hsa-miR-513b-3p	hsa-mir-513b	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-513c-5p	hsa-mir-513c	13	68	0	0	0	17	0	11	3	0	36	7	25	2	0	1	36	0	9	29	17	5	1	1
hsa-miR-513c-3p	hsa-mir-513c	1	7	0	0	0	2	0	2	2	0	7	0	4	0	0	0	6	0	1	1	3	2	0	0
hsa-miR-514a-5p	hsa-mir-514a-1	44	109	0	7	2	15	0	10	1	0	46	3	36	0	0	3	42	0	12	12	32	1	1	3
hsa-miR-514a-3p	hsa-mir-514a-1	355	1127	0	27	6	154	0	78	7	12	512	69	434	6	5	24	460	0	98	153	284	16	12	40
hsa-miR-514a-5p	hsa-mir-514a-2	44	109	0	7	2	15	0	10	1	0	46	3	36	0	0	3	42	0	12	12	32	1	1	3
hsa-miR-514a-3p	hsa-mir-514a-2	355	1127	0	27	6	154	0	78	7	12	512	69	434	6	5	24	460	0	98	153	284	16	12	40
hsa-miR-514a-5p	hsa-mir-514a-3	44	109	0	7	2	15	0	10	1	0	46	3	36	0	0	3	42	0	12	12	32	1	1	3
hsa-miR-514a-3p	hsa-mir-514a-3	355	1127	0	27	6	154	0	78	7	12	512	69	434	6	5	24	460	0	98	153	284	16	12	40
hsa-miR-514b-5p	hsa-mir-514b	8	24	0	1	0	2	0	1	0	0	12	2	12	0	0	0	7	0	2	4	5	1	0	0
hsa-miR-514b-3p	hsa-mir-514b	4	26	0	0	0	3	0	6	1	0	6	1	3	0	0	1	9	0	0	3	3	0	0	1
hsa-miR-515-5p	hsa-mir-515-1	2	0	2	0	0	0	2	0	0	10	6	1	0	44	41	3	0	0	1	0	0	0	0	0
hsa-miR-515-3p	hsa-mir-515-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-5p	hsa-mir-515-2	2	0	2	0	0	0	2	0	0	10	6	1	0	44	41	3	0	0	1	0	0	0	0	0
